sym,net,reason,month,cap_after,pos_notional
RENDERUSDT,-2.9251292746271234,STOP_LOSS,2025-09,517.6117482493347,235.8975221473476
XRPUSDT,-1.900924510409181,STOP_LOSS,2025-09,669.0111874816008,153.3003637426753
NEARUSDT,-4.501168366459076,STOP_LOSS,2025-09,1027.5074680231337,362.9974489079919
APTUSDT,2.8475995855113396,TIME_EXIT,2025-09,644.4721598677764,359.6276138080968
NEARUSDT,1.7336471593507612,TIME_EXIT,2025-09,879.913408136457,233.70760110932977
RENDERUSDT,1.3167717875215539,TIME_EXIT,2025-09,1033.1074015808877,151.87722165690906
XRPUSDT,2.176965824180058,TIME_EXIT,2025-09,1035.1397323688464,361.58759055331063
APTUSDT,-4.492506438480773,STOP_LOSS,2025-09,1030.502306367834,362.2989063290962
ATOMUSDT,3.311325846247613,TIME_EXIT,2025-09,799.1868262934856,360.6758072287419
XRPUSDT,0.7701695017003043,TIME_EXIT,2025-09,1034.345775880856,234.38878008567022
ATOMUSDT,1.6682637641022966,TIME_EXIT,2025-09,1035.869231236335,362.0210215582996
XRPUSDT,-0.6906275527864091,TIME_EXIT,2025-09,1035.0335819911757,362.55423093271725
XRPUSDT,2.1833792878297262,TIME_EXIT,2025-09,1037.0720565775266,362.26175369691146
ATOMUSDT,0.607945198077956,TIME_EXIT,2025-09,801.5573821165325,362.9752198021343
APTUSDT,1.8715023750178157,TIME_EXIT,2025-09,1039.3119608321654,235.883076340615
APTUSDT,-1.9049135336563041,STOP_LOSS,2025-09,436.9538066879103,153.6220591658315
ATOMUSDT,-0.2909782541170426,TIME_EXIT,2025-09,647.4270088513463,363.75918629125783
XRPUSDT,0.847015616390866,TIME_EXIT,2025-09,884.666569270974,236.39254480323686
APTUSDT,-1.8963795210255332,STOP_LOSS,2025-09,1035.704022090717,152.9338323407686
ATOMUSDT,1.823114665504132,TIME_EXIT,2025-09,1037.3821381931284,362.49640773175093
ATOMUSDT,5.704174863626207,TIME_EXIT,2025-09,806.8930934013567,363.0837483675949
XRPUSDT,4.206466134886047,TIME_EXIT,2025-09,1047.0531642504081,235.95360471416527
APTUSDT,2.9088189487125344,TIME_EXIT,2025-09,1049.8153957561256,366.4686074876428
APTUSDT,-2.3047816226935427,TIME_EXIT,2025-09,1047.3636399780262,367.43538851464393
RENDERUSDT,0.4681253838254498,TIME_EXIT,2025-09,809.365937612702,366.57727399230913
ATOMUSDT,0.5719207849262766,TIME_EXIT,2025-09,1048.1617656742703,238.22390727664202
XRPUSDT,-0.4508984868326238,TIME_EXIT,2025-09,1047.5641245402433,366.8566179859946
ATOMUSDT,-0.5614599562123137,TIME_EXIT,2025-09,1046.8560056065953,366.6474435890851
APTUSDT,4.8506685424686005,TIME_EXIT,2025-09,813.3564255989209,366.39960196230834
ATOMUSDT,2.588817105223793,TIME_EXIT,2025-09,1054.0536880353704,238.1084453312257
ATOMUSDT,-0.4793069500249567,TIME_EXIT,2025-09,1053.4268135690204,368.91879081237965
RENDERUSDT,-1.930784085538032,STOP_LOSS,2025-10,442.8880582568711,155.70839399500247
ATOMUSDT,-2.1911279968571904,TIME_EXIT,2025-10,809.3963150091711,368.6993847491571
XRPUSDT,-1.2314233061545092,TIME_EXIT,2025-10,1047.7678738761037,239.6029821730872
XRPUSDT,0.5749318560797926,TIME_EXIT,2025-10,1048.196118229841,366.7187558566363
ATOMUSDT,-0.8252034959209358,TIME_EXIT,2025-10,1047.2241672773678,366.86864138044433
RENDERUSDT,0.3467748927723473,TIME_EXIT,2025-10,654.2833804719489,366.5284585470787
XRPUSDT,0.11643698095368266,TIME_EXIT,2025-10,892.5920015243072,238.19218407140457
NEARUSDT,-0.28394126557232097,TIME_EXIT,2025-10,1047.099632999378,154.79157274064298
ATOMUSDT,-2.1161691163495706,TIME_EXIT,2025-10,1044.8368699344085,366.48487154978227
XRPUSDT,-2.442577640730711,TIME_EXIT,2025-10,1042.248015131887,365.69290447704293
XRPUSDT,1.6354908134987622,TIME_EXIT,2025-10,1043.7375912232674,364.7868052961605
XRPUSDT,-0.8778413660257237,TIME_EXIT,2025-10,1042.7136265944705,365.30815692814355
XRPUSDT,-1.1751070588031287,TIME_EXIT,2025-10,1041.3925396279442,364.9497693080647
XRPUSDT,3.088777011548319,TIME_EXIT,2025-10,807.3750008432166,364.48738886978043
ATOMUSDT,2.988258789719633,TIME_EXIT,2025-10,1047.2290341638518,236.8657745309155
XRPUSDT,3.14302573028654,TIME_EXIT,2025-10,1050.2254478293555,366.5301619573481
XRPUSDT,-4.557978443579387,STOP_LOSS,2025-10,1045.52043782308,367.5789067402744
ATOMUSDT,21.809556332989448,TAKE_PROFIT,2025-10,1067.1836212947744,365.932153238078
APTUSDT,-9.487262393310552,STOP_LOSS,2025-10,1057.5469531944827,373.51426745317104
NEARUSDT,-6.109718846096356,STOP_LOSS,2025-10,681.0515281120498,240.54011205103828
RENDERUSDT,22.06042944363692,TAKE_PROFIT,2025-10,1073.2533911737557,370.14143361806896
ATOMUSDT,-4.657919717694097,STOP_LOSS,2025-10,1068.4452159812972,375.6386869108145
XRPUSDT,-1.139904595185846,TIME_EXIT,2025-10,1067.155729055874,373.955825593454
ATOMUSDT,10.30872434267973,TAKE_PROFIT,2025-10,1077.3150515964858,373.50450516955584
ATOMUSDT,-4.675547323928735,STOP_LOSS,2025-10,1072.4886801653336,377.06026805877
RENDERUSDT,-5.571148998944505,STOP_LOSS,2025-10,1066.7673827511658,375.3710380578667
RENDERUSDT,8.468737771064099,TIME_EXIT,2025-10,832.3524101913197,373.368583962908
APTUSDT,0.33646640672587563,TIME_EXIT,2025-10,1075.3261845721809,242.63730797413538
XRPUSDT,0.6558262580390998,TIME_EXIT,2025-10,1075.8314651643798,376.3641646002633
RENDERUSDT,-0.4478864133779669,TIME_EXIT,2025-10,830.4361401857423,376.5410128075329
