sym,month,net,pnl_pct,reason,entry_px,exit_px,notional,held_bars,cap_after
OPUSDT,2024-01,-3.6356947239069632,-0.9592491511964285,STALL_EXIT,2.9365873087406156,2.9084181199073793,349.83860412312197,72,1041.6590331172854
PYTHUSDT,2024-02,2.497149033239856,0.8000000000000007,TRAILING_LOCK,0.4835967038154602,0.4874654774459839,346.82625461664674,23,350.2262057567823
DOGEUSDT,2024-02,-2.1267290883254377,-0.5332789481952593,ROTATION_EVICT,0.07904580567330122,0.07862427103221417,346.7800573595318,41,347.26758726420076
XRPUSDT,2024-02,-5.1081335506778975,-1.3894944998600667,STALL_EXIT,0.5186036704301834,0.5113977009534836,347.6116141410752,60,342.86804858791845
ETHUSDT,2024-02,2.4974816978020042,0.8000000000000007,TRAILING_LOCK,2301.860182324219,2320.2750637828126,346.87245802805603,547,692.3767372969878
CKBUSDT,2024-02,-10.042736990248272,-2.822360360975529,STALL_EXIT,0.004383876679558306,0.004260147881880403,346.0196440552529,60,336.11531492262674
BONKUSDT,2024-02,22.21835226075572,6.499999999999995,TAKE_PROFIT,9.721943980002834e-06,1.0353870338703018e-05,346.0802532827997,133,704.5523525674953
JASMYUSDT,2024-02,22.271192026361433,6.499999999999995,TAKE_PROFIT,0.005185036692302674,0.005522064077302348,346.90330259129956,577,1073.8656085061928
CKBUSDT,2024-02,22.957743298010485,6.499999999999995,TAKE_PROFIT,0.004755951118189841,0.005065087940872181,357.5972476325622,33,1096.8233518042032
ENSUSDT,2024-02,-8.327521616238228,-2.200000000000002,STOP_LOSS,21.474293313217164,21.001858860326386,365.2421761507997,7,1088.4958301879649
CKBUSDT,2024-02,-7.700502182175818,-2.044457488616369,STALL_EXIT,0.004937987507041544,0.004837032451666892,362.4691114525923,93,1080.795328005789
PYTHUSDT,2024-02,2.5913148784266524,0.8000000000000007,TRAILING_LOCK,0.5247049489974975,0.5289025885894775,359.9048442259278,23,1083.3866428842157
ORDIUSDT,2024-02,23.15820459977865,6.499999999999995,TAKE_PROFIT,59.163830827331545,63.009479831108095,360.71969781586677,102,745.6327883027183
ORDIUSDT,2024-02,3.1108060587875235,0.9243379766484594,TRAILING_LOCK,62.210441461944576,62.78547619781799,368.431379947593,49,748.7435943615058
PYTHUSDT,2024-02,-1.8526853710687896,-0.42144775452555017,STALL_EXIT,0.5504100620985031,0.5480903712511063,369.46727836516925,148,377.3250764406164
ORDIUSDT,2024-02,23.716639793780985,6.499999999999995,TAKE_PROFIT,60.62012330932617,64.56043132443237,369.41806532369105,632,770.6075487842179
TIAUSDT,2024-02,2.7125854213531033,0.8000000000000007,TRAILING_LOCK,19.157431412887572,19.310690864190672,376.7479751879324,38,773.3201342055711
CKBUSDT,2024-02,1.5861353177596111,0.49999999999998934,TRAILING_LOCK,0.008699739241227508,0.008743237937433646,377.651266133243,4,774.9062695233307
CKBUSDT,2024-02,-8.621342925764516,-2.200000000000013,STOP_LOSS,0.008354670175351202,0.008170867431493475,378.1290756914243,8,387.9542056238315
PYTHUSDT,2024-02,2.7228920341971907,0.8000000000000007,TRAILING_LOCK,0.6244248630523681,0.629420261956787,378.179449194057,73,769.0078186317633
SEIUSDT,2024-02,-8.57656549236403,-2.200000000000002,STOP_LOSS,0.8901779856920242,0.8705940700067997,376.1651531738607,11,384.06550198621534
TRXUSDT,2024-02,23.16128968356448,6.499999999999995,TAKE_PROFIT,0.12267452747225761,0.13064837175795435,360.76775208044387,2022,394.68037032340635
VETUSDT,2024-02,23.96644787072682,6.499999999999995,TAKE_PROFIT,0.036997399798035624,0.03940223078490794,373.3091568649035,33,792.1052987217827
CKBUSDT,2024-02,1.634013140487216,0.49999999999998934,TRAILING_LOCK,0.012901579997688532,0.012966087897676974,389.05074773505964,3,793.7393118622699
ORDIUSDT,2024-02,-2.3086177088716577,-0.5126477505602578,STALL_EXIT,69.16882977905273,68.81423732910156,389.5429800736103,65,401.67998209291204
PYTHUSDT,2024-02,-6.713728387942226,-1.7045443850080222,STALL_EXIT,0.5766152985692025,0.5667866348743439,376.215265047165,264,771.3320048581536
CKBUSDT,2024-02,13.221331853826241,3.499999999999992,TRAILING_LOCK,0.012385476593859494,0.012818968274644574,386.5886506966755,23,784.5533367119799
BONKUSDT,2024-02,-8.913415450748134,-2.200000000000002,STOP_LOSS,1.3722744424740086e-05,1.3420844047395804e-05,390.9392741556197,23,384.49217051555047
CKBUSDT,2024-02,-4.250256290486141,-1.007046105952658,STALL_EXIT,0.011889377342350781,0.01176964583080262,390.99135420399966,108,771.3896649707456
CKBUSDT,2024-02,-8.814659014523055,-2.200000000000002,STOP_LOSS,0.011448289276845753,0.011196426912755146,386.6078515141686,7,762.5750059562224
CKBUSDT,2024-02,1.6114247942617312,0.49999999999998934,TRAILING_LOCK,0.010597119349054992,0.010650104945800265,383.6725700623324,4,764.1864307504842
FETUSDT,2024-02,-8.759969179029122,-2.200000000000002,STOP_LOSS,0.8364672754526138,0.8180649953926563,384.2091745188216,14,755.4264615714551
CKBUSDT,2024-02,-8.693459989034299,-2.200000000000013,STOP_LOSS,0.012578515033610165,0.01230178770287074,381.2921047822049,3,746.7330015824208
CKBUSDT,2024-02,13.520100348966654,3.65299181137122,TRAILING_LOCK,0.011348269446752966,0.011762820800375193,378.39718260585653,69,760.2531019313874
APTUSDT,2024-02,2.7568755073588207,0.8000000000000007,TRAILING_LOCK,9.939087830543517,10.018600533187865,382.89937602206237,38,385.80941127983004
ANKRUSDT,2024-02,24.206593709918458,6.499999999999995,TAKE_PROFIT,0.02965593085549772,0.03158356636110507,377.04974626041206,39,787.2165711486648
JASMYUSDT,2024-02,1.6458884873399238,0.49999999999998934,TRAILING_LOCK,0.008706741393171251,0.008750275100137107,391.87821127141575,6,788.8624596360047
JASMYUSDT,2024-02,14.267819960775242,3.716280487180934,TRAILING_LOCK,0.009804960506223141,0.010169340340291709,392.3740209555872,9,410.54701694222484
TRXUSDT,2024-02,25.011990917916034,6.499999999999995,TAKE_PROFIT,0.13106621487736703,0.13958551884439588,389.5948741108419,1537,825.309719920627
PYTHUSDT,2024-02,25.193767955240283,6.499999999999995,TAKE_PROFIT,0.526805359840393,0.5610477082300185,392.42629213769993,154,431.80419664278526
JASMYUSDT,2024-02,26.03349110739015,6.499999999999995,TAKE_PROFIT,0.011051209414936602,0.011769538026907481,405.5060920154229,36,863.5059822024045
FETUSDT,2024-02,2.9192549659486042,0.8000000000000007,TRAILING_LOCK,1.0314062913179398,1.0396575416484835,405.4520786039664,28,1272.039496603761
FETUSDT,2024-02,-9.65654625070226,-2.200000000000013,STOP_LOSS,1.0698139060735703,1.0462780001399516,423.53273029395694,1,838.6243623230589
JASMYUSDT,2024-02,27.194423582093133,6.499999999999995,TAKE_PROFIT,0.015325064188241958,0.016321193360477684,423.5891523690525,24,1289.577373935152
JASMYUSDT,2024-02,-9.790987253865223,-2.199999999999991,STOP_LOSS,0.01741948356628418,0.017036254927825928,429.4292655204057,1,1279.7863866812868
JASMYUSDT,2024-02,-9.716650162239054,-2.200000000000013,STOP_LOSS,0.01640727997943759,0.01604631981988996,426.16886676486854,1,1270.0697365190476
FILUSDT,2024-02,3.0451192002780623,0.8000000000000007,TRAILING_LOCK,8.190637929725646,8.256163033163451,422.9332222608429,49,1273.1148557193258
JASMYUSDT,2024-02,7.29189264761804,1.8000000000000016,TRAILING_LOCK,0.014872974071837962,0.015140687605131046,423.9472469545355,27,856.3464148748301
FILUSDT,2024-02,27.36603319286924,6.499999999999995,TAKE_PROFIT,7.8965789809226985,8.409856614682674,426.2621992658758,20,457.2229355190457
CKBUSDT,2024-02,27.21378789503565,6.499999999999995,TAKE_PROFIT,0.010353070553764701,0.011026020139759406,423.89077718124116,134,908.497056906195
JASMYUSDT,2024-02,14.295236281620959,3.4331784382393593,TRAILING_LOCK,0.014226845075190068,0.014715278052753212,426.31898495467175,34,1349.2818057364696
JASMYUSDT,2024-02,-10.244287181873595,-2.200000000000002,STOP_LOSS,0.013971794229000807,0.013664414755962789,449.31084131024437,2,889.6068250511717
RENDERUSDT,2024-02,-10.242922642820966,-2.200000000000002,STOP_LOSS,7.5345065923690795,7.368747447336959,449.2509931061819,7,1328.794595911775
UNIUSDT,2024-02,28.407768148159438,6.499999999999995,TAKE_PROFIT,10.925184935760498,11.63532195658493,442.4886004386211,17,1357.2023640599346
UNIUSDT,2024-02,3.254028388070091,0.8000000000000007,TRAILING_LOCK,12.097419267082214,12.194198621218872,451.94838723195824,14,1360.4563924480049
UNIUSDT,2024-02,-10.329129114022248,-2.200000000000002,STOP_LOSS,11.514302483940124,11.260987829293441,453.03197868518566,4,1350.1272633339827
UNIUSDT,2024-02,-10.250706234136974,-2.200000000000013,STOP_LOSS,10.85217038154602,10.613422633152007,449.59237869021626,2,1339.8765570998457
JASMYUSDT,2024-02,-6.721167062021373,-1.4263839100687403,STALL_EXIT,0.015721143609657883,0.015496899746730923,446.17889351424867,93,1333.1553900378244
JASMYUSDT,2024-02,28.500995821462585,6.499999999999995,TAKE_PROFIT,0.015505100627616047,0.016512932168411088,443.94074488259554,31,1361.6563858592872
PYTHUSDT,2024-02,1.90441262126276,0.49999999999998934,TRAILING_LOCK,0.7605520772337914,0.7643548376199603,453.43157649114266,2,1363.56079848055
PYTHUSDT,2024-02,-10.352699006383734,-2.200000000000002,STOP_LOSS,0.7555510820031166,0.738928958199048,454.06574589402317,4,1353.2080994741661
CKBUSDT,2024-02,-10.272728664704044,-2.200000000000002,STOP_LOSS,0.015427084899321198,0.015087689031536131,450.5582747677203,2,892.1368263657148
JASMYUSDT,2024-02,-10.274097174447647,-2.200000000000002,STOP_LOSS,0.015165032832697033,0.014831402110377699,450.61829712489737,48,1332.6612736350144
PYTHUSDT,2024-02,3.194763070536519,0.8000000000000007,TRAILING_LOCK,0.6748349617481232,0.6802336414421082,443.71709313007096,33,891.9023221034429
ANKRUSDT,2024-02,28.490432304533456,6.499999999999995,TAKE_PROFIT,0.03148629542291164,0.03353290462540089,443.7762041204598,246,1364.3464690100843
CKBUSDT,2024-02,3.2707213759736753,0.8000000000000007,TRAILING_LOCK,0.016190236556902528,0.01631975844935775,454.2668577741173,19,913.1080852560276
PYTHUSDT,2024-02,3.2711570940985584,0.8000000000000007,TRAILING_LOCK,0.6611322133541107,0.6664212710609435,454.3273741803581,85,459.8727243707623
FILUSDT,2024-02,29.233855713106713,6.499999999999995,TAKE_PROFIT,7.5875171656608575,8.080705781428813,455.3560079923165,129,944.6447304793825
BONKUSDT,2024-02,-10.62890510174454,-2.200000000000002,STOP_LOSS,1.4422884297891869e-05,1.4105580843338247e-05,466.1800483221277,4,934.015825377638
PYTHUSDT,2024-02,-10.548206202650041,-2.200000000000002,STOP_LOSS,0.6601320262312889,0.6456091216542005,462.6406229232467,10,923.4676191749879
VETUSDT,2024-02,1.9283378950825905,0.49999999999998934,TRAILING_LOCK,0.05111022073924541,0.05136577184294164,459.12807025776425,4,925.3959570700706
ANKRUSDT,2024-02,52.02614479744974,11.506899983715169,MONTH_END,0.03322664456516504,0.037050001323223114,455.2953545720519,238,1432.899574581401
BONKUSDT,2024-03,-10.87914673005184,-2.200000000000002,STOP_LOSS,2.393478667981981e-05,2.3408221372863773e-05,477.1555583356066,1,1422.0204278513493
TIAUSDT,2024-03,3.409436177816374,0.8000000000000007,TRAILING_LOCK,16.71334108428955,16.847047812963865,473.5328024744993,85,1425.4298640291656
BONKUSDT,2024-03,30.473694891133913,6.499999999999995,TAKE_PROFIT,2.4034805622068233e-05,2.5597067987502668e-05,474.66814472171217,7,1455.9035589202995
BONKUSDT,2024-03,-11.050857643964726,-2.199999999999991,STOP_LOSS,2.348469689131889e-05,2.2968033559709876e-05,484.6867387703835,1,474.8976816342073
JASMYUSDT,2024-03,30.476240664650263,6.499999999999995,TAKE_PROFIT,0.01984796809628606,0.021138086022544654,474.70779851480137,10,505.37392229885756
HBARUSDT,2024-03,3.5459496828392676,0.8114012992701758,TRAILING_LOCK,0.11322264141887427,0.11414133140241503,484.81588512045977,206,993.9296834562048
DOGEUSDT,2024-03,-7.8852883955246655,-1.5466667611150564,STALL_EXIT,0.13669732739925383,0.13458307527303695,484.7513076445617,202,1470.9896032282995
FILUSDT,2024-03,-11.168341463550556,-2.200000000000002,STOP_LOSS,8.949789554214478,8.75289418402176,489.8395378750238,1,1459.821261764749
DOGEUSDT,2024-03,-11.083546947822683,-2.200000000000002,STOP_LOSS,0.13465692062973975,0.13169446837588547,486.1204801676614,1,476.3021809145256
SEIUSDT,2024-03,-11.080594487562728,-2.200000000000002,STOP_LOSS,0.835467088329792,0.8170868123865366,485.99098629661097,1,951.4069691180924
JASMYUSDT,2024-03,-10.913791788582188,-2.200000000000002,STOP_LOSS,0.021285256426781415,0.020816980785392222,478.6750784465859,39,940.4931773295102
DOGEUSDT,2024-03,29.85790132950441,6.499999999999995,TAKE_PROFIT,0.14521903853416443,0.1546582760388851,465.0763446963312,18,495.1202765637141
SEIUSDT,2024-03,-10.830929915806529,-2.200000000000002,STOP_LOSS,0.8102620389819145,0.7924362741243124,475.0407857809881,24,959.520148743208
ADAUSDT,2024-03,31.204777796644905,6.499999999999995,TAKE_PROFIT,0.7121424124002457,0.7584316692062616,486.0557289197031,240,1476.975077751124
BONKUSDT,2024-03,8.459522455327393,1.8000000000000016,TRAILING_LOCK,3.204640749609098e-05,3.262324283102062e-05,491.8327008911243,5,1485.4346002064513
ORDIUSDT,2024-03,31.756512143973616,6.499999999999995,TAKE_PROFIT,83.24164347381591,88.65235029961394,494.6497218687483,71,1022.4094442908191
TRXUSDT,2024-03,-2.910028598012198,-0.508379238234169,ROTATION_EVICT,0.14087816263139247,0.1401619673013687,494.58383452579534,33,503.6267471130073
BONKUSDT,2024-03,8.658916483750259,1.8000000000000016,TRAILING_LOCK,3.870774000461097e-05,3.940447932469397e-05,503.42537696222246,6,512.2856635967576
BONKUSDT,2024-03,2.1294187099379522,0.49999999999998934,TRAILING_LOCK,3.694738842750667e-05,3.71321253696442e-05,507.0044547471345,2,514.4150823066955
GALAUSDT,2024-03,-5.055407420629939,-0.9208894772266829,STALL_EXIT,0.04539907670393586,0.04498100138381124,505.09147469885477,80,1014.6531861747999
ENSUSDT,2024-03,32.43119251050884,6.499999999999995,TAKE_PROFIT,20.96419108428955,22.32686350476837,505.15876184593264,122,1046.1453863935994
CKBUSDT,2024-03,-11.539020234152652,-2.200000000000013,STOP_LOSS,0.020353069449216128,0.01990530192133337,506.0973786909039,4,506.767862982384
BONKUSDT,2024-03,-11.785247969627639,-2.200000000000013,STOP_LOSS,3.7947588766110126e-05,3.71127418132557e-05,516.8968407731396,1,1012.0862145222052
DOGEUSDT,2024-03,-11.783678174598034,-2.200000000000002,STOP_LOSS,0.18939786474108697,0.18523111171678305,516.8279901139487,2,1517.3372576576014
ICPUSDT,2024-03,-11.520231395039568,-2.200000000000002,STOP_LOSS,16.01520153007507,15.66286709641342,505.2733067999813,21,495.0681730251758
BONKUSDT,2024-03,-11.517162609790658,-2.200000000000002,STOP_LOSS,3.4866972596501e-05,3.4099899199377975e-05,505.13871095573,1,988.8917768554975
ENSUSDT,2024-03,10.366292852991247,2.1318942298389043,TRAILING_LOCK,27.74554777107239,28.337053503041076,505.20600439551555,20,1504.6661565057625
PYTHUSDT,2024-03,-11.42402732665439,-2.200000000000002,STOP_LOSS,0.6065212929725646,0.5931778245271682,501.05383011641896,39,1493.2421291791081
FETUSDT,2024-03,-11.337291541579463,-2.200000000000002,STOP_LOSS,2.2310462386608125,2.1819632214102747,497.24962901664304,6,984.5225689133242
RENDERUSDT,2024-03,31.919173982500936,6.499999999999995,TAKE_PROFIT,8.794758821296691,9.366418144680976,497.183395366058,18,1513.8240116200295
BONKUSDT,2024-03,9.58782788120901,1.9819566144108292,TRAILING_LOCK,2.7795557876379462e-05,2.8346453774222756e-05,504.10339586946986,23,1523.4118395012385
BONKUSDT,2024-03,32.56841235196112,6.499999999999995,TAKE_PROFIT,2.6565311241574818e-05,2.8292056472277178e-05,507.2961425539125,17,1555.9802518531997
FETUSDT,2024-03,-11.813624464170275,-2.200000000000013,STOP_LOSS,2.4956989587306975,2.440793581638622,518.1414238671155,2,1544.1666273890294
APTUSDT,2024-03,-4.350545906982121,-0.7660681762991062,STALL_EXIT,13.177835502433776,13.076884298324586,514.2074869205468,165,1539.8160814820471
BONKUSDT,2024-03,8.81945058829653,1.8000000000000016,TRAILING_LOCK,3.179635923079331e-05,3.236869369694759e-05,512.7587551335217,4,1548.6355320703437
SEIUSDT,2024-03,2.1659216551535465,0.49999999999998934,TRAILING_LOCK,0.8732746027350425,0.8776409757487177,515.6956321794245,1,1550.8014537254971
PYTHUSDT,2024-03,2.1689509131804514,0.49999999999998934,TRAILING_LOCK,0.6726345143079757,0.6759976868795156,516.4168840905905,5,519.9299365151242
ICPUSDT,2024-03,5.589572240897186,1.1626643691860394,TRAILING_LOCK,14.185836210823059,14.35076987391739,516.2793197950612,5,1042.0053402790004
GRTUSDT,2024-03,33.1495478506166,6.499999999999995,TAKE_PROFIT,0.3275654856920242,0.34885724226200576,516.3480973616297,21,1591.7095247301913
BONKUSDT,2024-03,-8.086697633165643,-1.4456789570879813,STALL_EXIT,3.2006399919191606e-05,3.154369013063843e-05,530.0392717351538,60,1583.6228270970257
GALAUSDT,2024-03,33.85112940026547,6.499999999999995,TAKE_PROFIT,0.05520103868320584,0.05878910619761422,527.2761588826401,4,1089.9166165134125
ROSEUSDT,2024-03,4.906488603650604,0.9910577467949766,TRAILING_LOCK,0.1781956288665533,0.1799616504508853,538.5485849729284,103,1094.823105117063
UNIUSDT,2024-03,-5.60713970100079,-0.98327447876142,STALL_EXIT,14.096818662643432,13.958208242416383,527.3464014233095,316,1616.7733053999411
JASMYUSDT,2024-03,3.876375677026939,0.8000000000000007,TRAILING_LOCK,0.021533306052535773,0.02170557250095606,538.3855106981804,19,1620.6496810769681
GALAUSDT,2024-03,34.64722127187207,6.499999999999995,TAKE_PROFIT,0.07336466740071773,0.07813337078176438,539.6763437986305,70,1655.2969023488404
GALAUSDT,2024-03,-12.567676201393368,-2.200000000000002,STOP_LOSS,0.07257450943887234,0.07097787023121714,551.2138684821639,4,1642.729226147447
GALAUSDT,2024-03,-12.470596071919305,-2.200000000000002,STOP_LOSS,0.07304460841566324,0.07143762703051865,546.9559680666365,38,1083.0109862355052
CKBUSDT,2024-03,-9.133907950480948,-1.5897306268041866,STALL_EXIT,0.0241928383089602,0.023808237348869443,547.0288323070998,60,1621.124722125047
NEARUSDT,2024-03,34.6573769844225,6.499999999999995,TAKE_PROFIT,7.0944185351371765,7.555555739921092,539.8345324676407,7,1655.7820991094695
CKBUSDT,2024-03,-4.708516046112663,-0.7739582493233255,STALL_EXIT,0.02342968478836119,0.02324834881015122,551.3754390034534,128,1651.0735830633566
FLUXUSDT,2024-03,-12.535611072050221,-2.200000000000002,STOP_LOSS,1.2323464299201965,1.2052348084619522,549.8075031600978,24,1638.5379719913064
FILUSDT,2024-03,-12.440435698546771,-2.199999999999991,STOP_LOSS,10.456091273117066,10.22605726510849,545.6331446731051,31,1080.3188457679898
OPUSDT,2024-03,-12.438778632511797,-2.200000000000013,STOP_LOSS,4.239847643566131,4.146570995407676,545.5604663382346,29,1613.6587576602478
ORDIUSDT,2024-03,-12.251542751659702,-2.200000000000002,STOP_LOSS,69.5589071685791,68.02861121087035,537.3483663008626,16,1601.407214908588
RENDERUSDT,2024-03,-12.158524138471956,-2.200000000000002,STOP_LOSS,12.778555222892761,12.49742700798912,533.2686025645598,4,1589.2486907701161
PYTHUSDT,2024-03,-12.066211759803018,-2.200000000000002,STOP_LOSS,0.9723944164395332,0.9510017392778635,529.2198140264487,4,1577.182479010313
ANKRUSDT,2024-03,-11.973005236884148,-2.200000000000002,STOP_LOSS,0.059641925100982186,0.058329802748760574,525.1318086352683,5,1039.7976275567905
ICPUSDT,2024-03,6.059708998686846,1.2427687781217722,TRAILING_LOCK,19.327864204788206,19.568064866603088,521.1447978913859,73,1045.8573365554773
ANKRUSDT,2024-03,-11.928109126525234,-2.200000000000002,STOP_LOSS,0.05552110139429569,0.054299637163621184,523.1626809879486,8,1033.9292274289521
DOGEUSDT,2024-03,-7.1698279250879615,-1.3009625289701954,STALL_EXIT,0.2124924876630306,0.20972804002165796,519.1906206488158,67,1026.7593995038642
DOGEUSDT,2024-03,33.17875696237465,6.499999999999995,TAKE_PROFIT,0.19730945994257926,0.2101345748388469,516.8030679497614,266,1059.938156466239
CKBUSDT,2024-03,-5.85754061929198,-1.0296945970555638,STALL_EXIT,0.020305059483647345,0.02009597938321531,527.8515940182322,62,1054.080615846947
TRXUSDT,2024-03,26.600922523862298,5.144895868735189,MONTH_END,0.1169433858051896,0.12296000123023987,525.2017655104343,2184,1606.0933845874479
CKBUSDT,2024-04,34.331454472807366,6.499999999999995,TAKE_PROFIT,0.025080014779418708,0.026710215740080923,534.7578578318908,27,1105.3818103538079
ANKRUSDT,2024-04,6.888429541068823,1.341177724413778,TRAILING_LOCK,0.06364272575676441,0.06449628781782389,546.1902321713357,43,1112.2702398948768
CKBUSDT,2024-04,2.3036331326757145,0.49999999999998934,TRAILING_LOCK,0.02772654503546655,0.027865177760643883,548.4840792085116,5,1114.5738730275525
APTUSDT,2024-04,34.33602803174117,6.499999999999995,TAKE_PROFIT,12.998599489974975,13.843508456823347,534.8290970676202,530,1683.952929765741
APTUSDT,2024-04,-7.202611408692179,-1.2044458599430818,STALL_EXIT,12.226444777107238,12.079183869171143,560.7563256119918,62,1676.7503183570489
CKBUSDT,2024-04,2.3451029952540905,0.49999999999998934,TRAILING_LOCK,0.034391876424103976,0.03456383580622449,558.3578560128973,5,1679.0954213523032
UNIUSDT,2024-04,-12.748364077075276,-2.200000000000013,STOP_LOSS,10.587117038154602,10.3542004633152,559.138775310317,2,1666.3470572752278
UNIUSDT,2024-04,-12.64988820807984,-2.199999999999991,STOP_LOSS,9.68593681526184,9.47284620532608,554.8196582491172,10,1098.581641566468
CKBUSDT,2024-04,-10.151769815685583,-1.7494985494887705,STALL_EXIT,0.03240047819763422,0.03183363230153918,554.8935700726508,81,1643.5453992514624
JASMYUSDT,2024-04,-12.476791959192148,-2.200000000000002,STOP_LOSS,0.02437287288531661,0.02383666968183964,547.227717508426,6,1083.549069094353
TRXUSDT,2024-04,-5.842318822888562,-0.9874789377662396,STALL_EXIT,0.12029405290782451,0.11910617447197437,547.300617950737,69,1625.2262884693816
VETUSDT,2024-04,3.89612351644665,0.8000000000000007,TRAILING_LOCK,0.047479493641108275,0.04785932959023714,541.1282661731433,55,546.4329674206558
JASMYUSDT,2024-04,3.9049459676632376,0.8000000000000007,TRAILING_LOCK,0.022832565266266466,0.0230152257883966,542.3536066198933,16,550.3379133883192
ORDIUSDT,2024-04,-6.633647096269966,-1.146055120478917,STALL_EXIT,71.77235483551026,70.94980408782959,541.0561878880891,69,1084.9768766552934
ORDIUSDT,2024-04,3.898922528363705,0.8000000000000007,TRAILING_LOCK,69.20783904418946,69.76150175654297,541.517017828294,38,547.2143334670332
UNIUSDT,2024-04,23.221425133328406,4.370726153283511,TRAILING_LOCK,8.728745636558532,9.110255204949189,541.2003540603041,299,1111.8525928022898
CKBUSDT,2024-04,34.76076179428952,6.499999999999995,TAKE_PROFIT,0.028442687167972325,0.030291461833890525,541.4448877615192,41,1688.2748203132032
CKBUSDT,2024-04,-12.81805774574599,-2.200000000000002,STOP_LOSS,0.025471093861386178,0.02491072979643568,562.1955151642967,3,1675.4567625674572
ANKRUSDT,2024-04,-12.72073792411713,-2.199999999999991,STOP_LOSS,0.04423884518444538,0.043265590590387586,557.9271019349633,2,1662.73602464334
CKBUSDT,2024-04,-12.622475455790596,-2.200000000000002,STOP_LOSS,0.02027505372092128,0.01982900253906101,553.6173445522177,31,1096.2009765428347
NEARUSDT,2024-04,6.498152346648526,1.2627422734653226,TRAILING_LOCK,7.008401369476318,7.0968994162628185,549.4140602254394,83,1102.6991288894833
HBARUSDT,2024-04,2.316627368818811,0.49999999999998934,TRAILING_LOCK,0.16333265267908573,0.16414931594248114,551.5779449568734,1,1105.015756258302
HBARUSDT,2024-04,-12.593565906651706,-2.199999999999991,STOP_LOSS,0.16163231370449066,0.15807640280299187,552.34938187069,1,1092.4221903516504
HBARUSDT,2024-04,2.3022540425797704,0.49999999999998934,TRAILING_LOCK,0.13462691859304904,0.13530005318601426,548.1557244237749,3,1094.7244443942302
ALGOUSDT,2024-04,-12.515430150454998,-2.200000000000013,STOP_LOSS,0.22874573706686496,0.22371333085139392,548.9223750199541,7,1082.209014243775
HBARUSDT,2024-04,-12.420407998580652,-2.200000000000002,STOP_LOSS,0.12652529558837414,0.1237417390854299,544.7547367798525,5,1069.7886062451944
ORDIUSDT,2024-04,-12.326107292892264,-2.200000000000013,STOP_LOSS,45.849168152618404,44.840486453260795,540.6187409163251,1,1057.462498952302
ALGOUSDT,2024-04,34.44420824945623,6.499999999999995,TAKE_PROFIT,0.19573914469778536,0.2084621891031414,536.5141471877919,69,571.1729610961232
TRXUSDT,2024-04,35.54696837644011,6.499999999999995,TAKE_PROFIT,0.11096218990534544,0.1181747322491929,553.6910962062323,1537,1160.6325021172781
PYTHUSDT,2024-04,3.7477838584171943,0.8000000000000007,TRAILING_LOCK,0.590218010365963,0.5949397544488907,520.5255358912784,107,1685.1140320813302
NEARUSDT,2024-05,36.02537884625387,6.499999999999995,TAKE_PROFIT,6.010201624488831,6.400864730080604,561.1429726830829,94,1721.1394109275839
DOGEUSDT,2024-05,-6.827460388098903,-1.111239008192566,STALL_EXIT,0.1586617245644331,0.15689861359000207,573.1394238388855,94,1141.0196436391875
TRXUSDT,2024-05,-6.631266492887749,-1.0771616991257837,STALL_EXIT,0.12242448069155216,0.12110577107518912,573.0630816676301,60,1707.680684046597
UNIUSDT,2024-05,-12.965394825555384,-2.200000000000002,STOP_LOSS,7.740547643566131,7.5702555954076765,568.6576677875169,25,1694.7152892210415
SEIUSDT,2024-05,4.921896013616635,0.9522667237417126,TRAILING_LOCK,0.538607710969448,0.543736692972517,564.2650211971243,106,570.6557208067877
ROSEUSDT,2024-05,-7.515790254799959,-1.2521384826369775,STALL_EXIT,0.0956791330397129,0.09448109779506922,564.1898610963009,181,1127.5554675927272
FETUSDT,2024-05,-5.696917011380257,-0.929482772820045,STALL_EXIT,2.3716743247032164,2.349630020427704,564.3401913106069,224,1686.424477968478
CKBUSDT,2024-05,-6.59240577666043,-1.0939045894408306,STALL_EXIT,0.015463092373497784,0.015293940896354616,561.5793511635032,130,1679.8320721918176
RENDERUSDT,2024-05,-12.752258197833465,-2.200000000000002,STOP_LOSS,10.71014178314209,10.474518663912963,559.309570080414,1,1107.4719803220933
ICPUSDT,2024-05,-7.170332740079632,-1.2018263865443801,STALL_EXIT,11.70334041366577,11.562686580467224,559.3840800398752,293,1659.9094812539047
CKBUSDT,2024-05,35.486540835934704,6.499999999999995,TAKE_PROFIT,0.014289856990613043,0.01521869769500289,552.7498572575503,221,1695.3960220898393
TRXUSDT,2024-05,-6.118606389486659,-1.0037699937016975,STALL_EXIT,0.12448488881886005,0.12323534685820342,564.5668753559165,63,1689.2774157003528
PYTHUSDT,2024-05,-12.825669850963404,-2.200000000000013,STOP_LOSS,0.4070814052462578,0.3981256143308401,562.5293794282175,17,1676.4517458493895
PYTHUSDT,2024-05,-12.726596826661153,-2.199999999999991,STOP_LOSS,0.3728745525598526,0.36467131240353584,558.1840713447885,10,1105.2434142823345
ORDIUSDT,2024-05,8.879792028210659,1.670623899123802,TRAILING_LOCK,39.437886305236816,40.09674505916138,558.2584313678467,107,1672.604941050939
ROSEUSDT,2024-05,35.753189033546136,6.499999999999995,TAKE_PROFIT,0.08662731885462999,0.09225809458018093,556.9032559742395,134,1151.1578937363747
