sym,month,entry_i,exit_i,entry_px,exit_px,pnl_pct,gross,net,entry_fee,exit_fee,reason,post_mfe,cap_after,entry_time,exit_time
JUPUSDT,2025-06,3145,3208,0.46139226,0.46508339808,0.8000000000000007,6.846962728385159,6.16226645554664,0.34234813641925893,0.34234813641925893,TRAILING_LOCK,-0.4479622555010221,3924.883585140151,2025-06-11 22:05,2025-06-12 03:20
RENDERUSDT,2025-06,3406,3417,3.6747348,3.5938906344,-2.199999999999991,-27.63118043938661,-28.63595063718249,0.5023850988979394,0.5023850988979394,STOP_LOSS,0.7543180457556073,3896.247634502968,2025-06-12 19:50,2025-06-12 20:45
FETUSDT,2025-06,3967,4209,0.6541308,0.696649302,6.499999999999995,81.04195079766166,80.04451140322891,0.49871969721638,0.49871969721638,TAKE_PROFIT,1.9164159013253406,3976.292145906197,2025-06-14 18:35,2025-06-15 14:45
TRXUSDT,2025-06,7021,7092,0.27365472,0.27084581999999996,-1.026439448952332,-13.060553981175868,-14.078484770527854,0.5089653946759932,0.5089653946759932,STALL_EXIT,0.6476673703142437,3962.213661135669,2025-06-25 09:05,2025-06-25 15:00
TIAUSDT,2025-06,7347,7363,1.5143028,1.4809881384,-2.200000000000002,-27.89398417439508,-28.90831087164581,0.5071633486253657,0.5071633486253657,STOP_LOSS,1.8239080313757565,3933.305350264023,2025-06-26 12:15,2025-06-26 13:35
JUPUSDT,2025-06,8295,8539,0.44588915999999995,0.47487195539999993,6.499999999999995,55.62219884196978,54.93761793314553,0.34229045441212186,0.34229045441212186,TAKE_PROFIT,1.8590368413236655,2147.06483977683,2025-06-29 19:15,2025-06-30 15:35
APTUSDT,2025-06,8068,8639,4.7549508,4.892,2.8822422305610607,36.27756411591268,35.27063794624509,0.503463084833795,0.503463084833795,MONTH_END,0.0,3441.496652892396,2025-06-29 00:20,2025-06-30 23:55
TRXUSDT,2025-06,8298,8639,0.27595517999999997,0.2798,1.3932769807039058,8.1058658870858,7.640438495441645,0.2327136958220781,0.2327136958220781,MONTH_END,0.0,4031.154044638855,2025-06-29 19:30,2025-06-30 23:55
ORDIUSDT,2025-07,728,763,7.991598,8.123100824,1.6455135005539523,14.431383838288674,13.729772635053678,0.3508056016174986,0.3508056016174986,TRAILING_LOCK,-1.4908201513663633,2754.398535271761,2025-07-03 12:40,2025-07-03 15:35
RENDERUSDT,2025-07,728,769,3.2986596,3.3504160848,1.5690156328952432,20.23981988687126,19.207844451443712,0.5159877177137735,0.5159877177137735,TRAILING_LOCK,-1.3256886212284078,4064.091661725352,2025-07-03 12:40,2025-07-03 16:05
JUPUSDT,2025-07,951,1027,0.4430886,0.43831232000000003,-1.0779514525988576,-14.018859232805667,-15.059266698207356,0.5202037327008451,0.5202037327008451,STALL_EXIT,0.3850405117519784,3164.4988426780137,2025-07-04 07:15,2025-07-04 13:35
BONKUSDT,2025-07,983,1036,1.6383275999999997e-05,1.6543400688e-05,0.9773667244573181,8.641679935346518,7.93433603102894,0.35367195215878894,0.35367195215878894,TRAILING_LOCK,1.5510675032257881,4056.9667310581735,2025-07-04 09:55,2025-07-04 14:20
BONKUSDT,2025-07,1896,1917,2.220444e-05,2.238207552e-05,0.8000000000000007,10.385834831508918,9.347251348358027,0.5192917415754462,0.5192917415754462,TRAILING_LOCK,3.2075867108860483,4066.313982406532,2025-07-07 14:00,2025-07-07 15:45
ORDIUSDT,2025-07,2962,3028,9.9309858,9.8170362,-1.1474147913895894,-6.901216360205834,-7.382382641972032,0.2405831408830991,0.2405831408830991,STALL_EXIT,3.3305754745001317,1872.1734055072393,2025-07-11 06:50,2025-07-11 12:20
RENDERUSDT,2025-07,2962,3133,3.7317462,3.6932612000000002,-1.0312866400185472,-9.123415106315564,-9.83114579939632,0.35386534654037677,0.35386534654037677,STALL_EXIT,0.8322942336166193,2148.0243634471035,2025-07-11 06:50,2025-07-11 21:05
GALAUSDT,2025-07,3072,3140,0.01730346,0.01709658,-1.195599030482919,-7.162779867265147,-7.642056259075,0.23963819590492663,0.23963819590492663,STALL_EXIT,1.3068110698162936,2739.71743514625,2025-07-11 16:00,2025-07-11 21:40
TRXUSDT,2025-07,1957,3195,0.28635726,0.3049704819,6.499999999999995,84.57933083405575,83.53835445455968,0.5204881897480361,0.5204881897480361,TAKE_PROFIT,0.5999000587210727,4124.996752160648,2025-07-07 19:05,2025-07-12 02:15
XLMUSDT,2025-07,3343,3354,0.38527703999999996,0.37680094511999995,-2.200000000000002,-29.039977135210986,-30.095976303764115,0.5279995842765629,0.5279995842765629,STOP_LOSS,4.5910327731505065,4094.9007758568832,2025-07-12 14:35,2025-07-12 15:30
HBARUSDT,2025-07,3670,3698,0.24065812199999997,0.243252102536,1.0778695164919583,14.124059901937244,13.075765303317883,0.5241472993096811,0.5241472993096811,TRAILING_LOCK,3.649669364188187,4107.9765411602,2025-07-13 17:50,2025-07-13 20:10
ORDIUSDT,2025-07,3716,3800,9.3788754,9.988502301,6.499999999999995,58.092283121426725,57.37730117531685,0.3574909730549335,0.3574909730549335,TAKE_PROFIT,0.7858805718264777,2850.2755281669847,2025-07-13 21:40,2025-07-14 04:40
XRPUSDT,2025-07,3716,3812,2.79475884,2.9764181646,6.499999999999995,85.44591205613217,84.39427006159515,0.5258209972685057,0.5258209972685057,TAKE_PROFIT,1.538151995727816,4249.748112397112,2025-07-13 21:40,2025-07-14 05:40
ALGOUSDT,2025-07,3845,3864,0.27675534,0.27896938272,0.8000000000000007,7.39656895659934,6.656912060939398,0.3698284478299711,0.3698284478299711,TRAILING_LOCK,2.484364847649327,2895.9416607325884,2025-07-14 08:25,2025-07-14 10:00
